clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_41_206_signer_TIME_1,TIME,TIME(1.00),TIME,True
video_42_139_signer_TIME_1,TIME,TIME(1.00),TIME,True
video_44_48_signer_TIME_1,NON_DETECTION,NON_DETECTION(0.51),TIME,False
video_2_45_signer_GO_1,NON_DETECTION,NON_DETECTION(0.96),GO,False
video_2_106_signer_GO_1,GO,GO(0.54),GO,True
video_8_55_signer_GO_1,TIME,TIME(0.99),GO,False
video_12_8_signer_GO_1,ONE,ONE(1.00),GO,False
video_12_29_signer_GO_1,ONE,ONE(1.00),GO,False
video_16_9_signer_GO_1,NON_DETECTION,NON_DETECTION(1.00),GO,False
video_17_13_signer_GO_1,WHAT,WHAT(1.00),GO,False
video_15_105_signer_READY_1,NON_DETECTION READY,NON_DETECTION(0.88) READY(0.56),READY,False
video_16_146_signer_READY_1,READY,READY(1.00),READY,True
video_16_170_signer_READY_1,READY,READY(1.00),READY,True
video_30_141_signer_READY_1,YES,YES(1.00),READY,False
video_35_51_signer_READY_1,TIME,TIME(1.00),READY,False
video_43_111_signer_READY_1,NON_DETECTION,NON_DETECTION(1.00),READY,False
video_50_115_signer_READY_1,GOOD,GOOD(0.98),READY,False
video_60_128_signer_READY_1,READY,READY(1.00),READY,True
video_63_52_signer_READY_1,READY,READY(1.00),READY,True
video_13_51_signer_ONE_1,YES,YES(1.00),ONE,False
video_73_51_signer_READY_1,NON_DETECTION,NON_DETECTION(0.98),READY,False
video_73_76_signer_READY_1,READY,READY(1.00),READY,True
video_82_176_signer_READY_1,ONE,ONE(1.00),READY,False
video_86_86_signer_READY_1,READY,READY(1.00),READY,True
video_87_36_signer_READY_1,TIME,TIME(1.00),READY,False
video_19_42_signer_GOOD_1,YES,YES(1.00),GOOD,False
video_19_101_signer_GOOD_1,READY,READY(1.00),GOOD,False
video_19_114_signer_GOOD_1,READY,READY(1.00),GOOD,False
video_24_87_signer_GOOD_1,NON_DETECTION WHAT,NON_DETECTION(0.57) WHAT(0.49),GOOD,False
video_24_114_signer_GOOD_1,GOOD ONE,GOOD(1.00) ONE(0.92),GOOD,False
video_26_77_signer_GOOD_1,NON_DETECTION,NON_DETECTION(1.00),GOOD,False
video_29_30_signer_GOOD_1,GOOD,GOOD(0.95),GOOD,True
video_20_48_signer_ONE_1,WHAT,WHAT(0.99),ONE,False
video_29_57_signer_ONE_1,YES,YES(1.00),ONE,False
video_29_193_signer_ONE_1,ONE,ONE(1.00),ONE,True
video_36_198_signer_ONE_1,YES,YES(0.99),ONE,False
video_42_25_signer_ONE_1,ONE NON_DETECTION,ONE(0.98) NON_DETECTION(0.46),ONE,False
video_42_135_signer_ONE_1,ONE GOOD,ONE(0.65) GOOD(0.46),ONE,False
video_83_28_signer_ONE_1,READY,READY(0.96),ONE,False
video_83_88_signer_ONE_1,ONE,ONE(1.00),ONE,True
video_83_96_signer_ONE_1,KNOW THINK,KNOW(0.99) THINK(0.41),ONE,False
video_87_85_signer_ONE_1,NON_DETECTION,NON_DETECTION(0.90),ONE,False
