clip,predicted_glosses,predicted_with_confidence,ground_truth,correct
video_5_5_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.88) HELLO(0.83),HELLO,False
video_5_6_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(0.99) EVERYONE(0.80) BYE(0.71),HELLO,False
video_5_7_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(1.00) EVERYONE(0.73) BYE(0.53),HELLO,False
video_5_17_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.90) EVERYONE(0.80) HELLO(0.69),HELLO,False
video_6_0_signer_HELLO_1,BYE,BYE(0.88),HELLO,False
video_6_5_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.96) EVERYONE(0.86) HELLO(0.85),HELLO,False
video_6_6_signer_HELLO_1,EVERYONE HELLO BYE KNOW CAN PT_PRO3 PT_PRO1 NS_POSSUM PT_PRO2,EVERYONE(0.91) HELLO(0.75) BYE(0.68) KNOW(0.61) CAN(0.57) PT_PRO3(0.56) PT_PRO1(0.51) NS_POSSUM(0.48) PT_PRO2(0.47),HELLO,False
video_6_12_signer_HELLO_1,HELLO BYE EVERYONE,HELLO(0.98) BYE(0.98) EVERYONE(0.69),HELLO,False
video_6_38_signer_HELLO_1,HELLO BYE EVERYONE,HELLO(0.98) BYE(0.88) EVERYONE(0.54),HELLO,False
video_7_0_signer_HELLO_1,BYE LOOK,BYE(0.83) LOOK(0.57),HELLO,False
video_7_5_signer_HELLO_1,HELLO,HELLO(1.00),HELLO,True
video_7_6_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.94) HELLO(0.92),HELLO,False
video_7_18_signer_HELLO_1,BYE EVERYONE HELLO,BYE(0.92) EVERYONE(0.88) HELLO(0.75),HELLO,False
video_7_33_signer_HELLO_1,HELLO EVERYONE BYE,HELLO(0.98) EVERYONE(0.85) BYE(0.80),HELLO,False
video_7_34_signer_HELLO_1,BYE LOOK,BYE(0.74) LOOK(0.71),HELLO,False
video_1_43_signer_READY_1,LOOK NS_SALLY GOOD WHAT PT_PRO1PL PT_DEM3 ONE GREAT YES,LOOK(0.76) NS_SALLY(0.74) GOOD(0.58) WHAT(0.57) PT_PRO1PL(0.52) PT_DEM3(0.49) ONE(0.47) GREAT(0.46) YES(0.45),READY,False
video_2_99_signer_READY_1,NS_SALLY MAGNIFY-GLASS THREE LOOK ONE GOOD PT_DEM3 HAND STOP PT_PRO3PL JOB KNOW WHAT STUFF,NS_SALLY(0.77) MAGNIFY-GLASS(0.70) THREE(0.68) LOOK(0.67) ONE(0.66) GOOD(0.63) PT_DEM3(0.62) HAND(0.60) STOP(0.58) PT_PRO3PL(0.56) JOB(0.50) KNOW(0.50) WHAT(0.47) STUFF(0.47),READY,False
video_3_101_signer_READY_1,NS_SALLY LOOK PT_PRO1PL GOOD WHAT READY,NS_SALLY(0.74) LOOK(0.71) PT_PRO1PL(0.57) GOOD(0.55) WHAT(0.53) READY(0.48),READY,False
video_7_60_signer_READY_1,YES GOOD WATCH LOOK GREAT PT_PRO1PL NS_SALLY WHAT PT_DEM3,YES(0.69) GOOD(0.63) WATCH(0.61) LOOK(0.59) GREAT(0.54) PT_PRO1PL(0.52) NS_SALLY(0.52) WHAT(0.51) PT_DEM3(0.50),READY,False
video_7_104_signer_READY_1,LOOK GOOD PT_DEM3 FINISH WHAT ONE,LOOK(0.73) GOOD(0.52) PT_DEM3(0.51) FINISH(0.48) WHAT(0.48) ONE(0.45),READY,False
video_7_119_signer_READY_1,YES GOOD GREAT NS_SALLY PT_DEM3 WHAT LOOK FINISH PT_PRO1PL READY,YES(0.68) GOOD(0.62) GREAT(0.57) NS_SALLY(0.56) PT_DEM3(0.56) WHAT(0.56) LOOK(0.55) FINISH(0.50) PT_PRO1PL(0.49) READY(0.48),READY,False
video_10_29_signer_READY_1,NS_SALLY LOOK GOOD WHAT PT_DEM3,NS_SALLY(0.70) LOOK(0.66) GOOD(0.64) WHAT(0.58) PT_DEM3(0.47),READY,False
video_10_95_signer_READY_1,NS_SALLY LOOK GREAT PT_DEM3 ONE PT_PRO1PL WHAT,NS_SALLY(0.78) LOOK(0.72) GREAT(0.61) PT_DEM3(0.55) ONE(0.52) PT_PRO1PL(0.52) WHAT(0.49),READY,False
video_11_70_signer_READY_1,YES READY GOOD PT_PRO1PL FINISH LOOK WHAT NOW PT_DEM3 GO GREAT,YES(0.67) READY(0.67) GOOD(0.65) PT_PRO1PL(0.62) FINISH(0.59) LOOK(0.55) WHAT(0.53) NOW(0.53) PT_DEM3(0.52) GO(0.48) GREAT(0.48),READY,False
video_1_96_signer_TIME_1,WATCH KNOW GO TIME PT_PRO1PL PT_PRO1 FINISH LOOK,WATCH(0.60) KNOW(0.59) GO(0.57) TIME(0.55) PT_PRO1PL(0.53) PT_PRO1(0.51) FINISH(0.51) LOOK(0.49),TIME,False
video_2_127_signer_TIME_1,LOOK,LOOK(1.00),TIME,False
video_3_123_signer_TIME_1,LOOK PT_PRO1PL,LOOK(0.75) PT_PRO1PL(0.48),TIME,False
video_4_126_signer_TIME_1,FINISH PT_PRO1PL WATCH GO LOOK GREAT READY YES BYE KNOW TIME NOW,FINISH(0.63) PT_PRO1PL(0.60) WATCH(0.56) GO(0.53) LOOK(0.53) GREAT(0.53) READY(0.51) YES(0.50) BYE(0.49) KNOW(0.48) TIME(0.48) NOW(0.46),TIME,False
video_5_137_signer_TIME_1,WATCH KNOW LOOK GO PT_PRO1PL FINISH PT_PRO1 TIME,WATCH(0.59) KNOW(0.56) LOOK(0.54) GO(0.51) PT_PRO1PL(0.49) FINISH(0.48) PT_PRO1(0.46) TIME(0.46),TIME,False
video_6_125_signer_TIME_1,LOOK PT_PRO1PL,LOOK(0.91) PT_PRO1PL(0.45),TIME,False
video_7_123_signer_TIME_1,FINISH BYE PT_PRO1PL WATCH LOOK TIME GO MINUTE KNOW READY GREAT,FINISH(0.59) BYE(0.58) PT_PRO1PL(0.55) WATCH(0.53) LOOK(0.52) TIME(0.51) GO(0.51) MINUTE(0.50) KNOW(0.49) READY(0.47) GREAT(0.45),TIME,False
video_8_82_signer_TIME_1,BYE PT_PRO1PL WATCH LOOK EVERYONE KNOW FINISH GO,BYE(0.66) PT_PRO1PL(0.55) WATCH(0.54) LOOK(0.51) EVERYONE(0.51) KNOW(0.50) FINISH(0.50) GO(0.50),TIME,False
video_9_95_signer_TIME_1,NS_SALLY BYE LOOK GO PT_PRO1PL NOW FINISH,NS_SALLY(0.55) BYE(0.54) LOOK(0.53) GO(0.49) PT_PRO1PL(0.49) NOW(0.46) FINISH(0.46),TIME,False
video_10_141_signer_TIME_1,LOOK PT_PRO1PL WATCH,LOOK(0.83) PT_PRO1PL(0.53) WATCH(0.48),TIME,False
video_11_67_signer_TIME_1,LOOK WATCH PT_PRO1PL,LOOK(0.78) WATCH(0.56) PT_PRO1PL(0.55),TIME,False
video_11_124_signer_TIME_1,LOOK NS_SALLY PT_PRO1PL GREAT READY FINISH WHAT ONE GO NOW PT_DEM3 YES,LOOK(0.68) NS_SALLY(0.60) PT_PRO1PL(0.58) GREAT(0.57) READY(0.56) FINISH(0.54) WHAT(0.54) ONE(0.54) GO(0.53) NOW(0.53) PT_DEM3(0.51) YES(0.50),TIME,False
video_12_115_signer_TIME_1,LOOK BYE,LOOK(0.62) BYE(0.55),TIME,False
video_13_154_signer_TIME_1,LOOK,LOOK(0.99),TIME,False
video_14_48_signer_TIME_1,YES GOOD WHAT READY LOOK PT_DEM3 GREAT PT_PRO1PL FINISH,YES(0.73) GOOD(0.67) WHAT(0.66) READY(0.65) LOOK(0.61) PT_DEM3(0.56) GREAT(0.53) PT_PRO1PL(0.51) FINISH(0.50),TIME,False
video_14_131_signer_TIME_1,LOOK WATCH PT_PRO1PL KNOW,LOOK(0.73) WATCH(0.51) PT_PRO1PL(0.49) KNOW(0.46),TIME,False
video_15_144_signer_TIME_1,GREAT PT_PRO1PL YES FINISH NS_SALLY LOOK GO BYE READY PT_DEM3 OKAY,GREAT(0.74) PT_PRO1PL(0.71) YES(0.70) FINISH(0.63) NS_SALLY(0.62) LOOK(0.58) GO(0.58) BYE(0.57) READY(0.56) PT_DEM3(0.52) OKAY(0.48),TIME,False
video_16_189_signer_TIME_1,LOOK PT_PRO1PL BYE GO,LOOK(0.66) PT_PRO1PL(0.56) BYE(0.50) GO(0.46),TIME,False
video_17_56_signer_TIME_1,PT_PRO1PL GO LOOK WATCH YES NOW GOOD FINISH GREAT READY PT_PRO1,PT_PRO1PL(0.67) GO(0.61) LOOK(0.59) WATCH(0.58) YES(0.55) NOW(0.55) GOOD(0.54) FINISH(0.51) GREAT(0.51) READY(0.48) PT_PRO1(0.45),TIME,False
video_17_136_signer_TIME_1,NOW GO FINISH NS_SALLY PT_PRO1PL PT_POSS1 READY TREE PT_PRO1 WHAT GOOD LOOK KNOW PT_PRO2,NOW(0.64) GO(0.63) FINISH(0.62) NS_SALLY(0.60) PT_PRO1PL(0.58) PT_POSS1(0.57) READY(0.56) TREE(0.52) PT_PRO1(0.51) WHAT(0.50) GOOD(0.48) LOOK(0.47) KNOW(0.46) PT_PRO2(0.45),TIME,False
video_18_167_signer_TIME_1,PT_PRO1PL NOW READY FINISH GO LOOK TIME GOOD YES WATCH,PT_PRO1PL(0.66) NOW(0.65) READY(0.62) FINISH(0.59) GO(0.59) LOOK(0.55) TIME(0.54) GOOD(0.53) YES(0.52) WATCH(0.47),TIME,False
video_19_180_signer_TIME_1,NOW NS_SALLY FINISH WHAT PT_PRO1 GO PT_PRO1PL READY GOOD KNOW PT_POSS1 YES,NOW(0.64) NS_SALLY(0.62) FINISH(0.60) WHAT(0.56) PT_PRO1(0.56) GO(0.55) PT_PRO1PL(0.55) READY(0.54) GOOD(0.52) KNOW(0.50) PT_POSS1(0.48) YES(0.45),TIME,False
video_20_140_signer_TIME_1,BYE LOOK WATCH PT_PRO1PL FINISH GO KNOW,BYE(0.60) LOOK(0.57) WATCH(0.55) PT_PRO1PL(0.54) FINISH(0.50) GO(0.48) KNOW(0.46),TIME,False
video_21_185_signer_TIME_1,LOOK KNOW PT_PRO1,LOOK(0.70) KNOW(0.61) PT_PRO1(0.51),TIME,False
video_22_33_signer_TIME_1,LOOK PT_PRO1PL GO KNOW GREAT PT_PRO1 FINISH YES TIME WATCH,LOOK(0.65) PT_PRO1PL(0.57) GO(0.57) KNOW(0.54) GREAT(0.53) PT_PRO1(0.49) FINISH(0.49) YES(0.48) TIME(0.45) WATCH(0.45),TIME,False
video_22_218_signer_TIME_1,LOOK,LOOK(1.00),TIME,False
video_23_153_signer_TIME_1,LOOK PT_PRO1PL READY NOW FINISH GO GREAT ONE YES WHAT NS_SALLY GOOD PT_DEM3,LOOK(0.67) PT_PRO1PL(0.65) READY(0.64) NOW(0.61) FINISH(0.53) GO(0.52) GREAT(0.51) ONE(0.49) YES(0.48) WHAT(0.48) NS_SALLY(0.48) GOOD(0.47) PT_DEM3(0.46),TIME,False
video_24_10_signer_TIME_1,FINISH PT_PRO1PL READY LOOK KNOW NOW PT_PRO1 GO ONE WHAT GOOD MAKE,FINISH(0.58) PT_PRO1PL(0.57) READY(0.55) LOOK(0.54) KNOW(0.53) NOW(0.53) PT_PRO1(0.52) GO(0.51) ONE(0.51) WHAT(0.50) GOOD(0.50) MAKE(0.46),TIME,False
video_24_161_signer_TIME_1,LOOK PT_PRO1PL YES KNOW FINISH GREAT GO READY NOW,LOOK(0.63) PT_PRO1PL(0.55) YES(0.53) KNOW(0.49) FINISH(0.48) GREAT(0.48) GO(0.47) READY(0.46) NOW(0.45),TIME,False
video_25_128_signer_TIME_1,LOOK PT_PRO1PL GO FINISH NS_SALLY NOW,LOOK(0.61) PT_PRO1PL(0.55) GO(0.49) FINISH(0.48) NS_SALLY(0.48) NOW(0.48),TIME,False
video_26_35_signer_TIME_1,LOOK,LOOK(0.99),TIME,False
video_26_37_signer_TIME_1,KNOW PT_PRO1 NS_SALLY WHAT YES LOOK GO GOOD,KNOW(0.59) PT_PRO1(0.56) NS_SALLY(0.55) WHAT(0.55) YES(0.51) LOOK(0.50) GO(0.48) GOOD(0.46),TIME,False
video_26_73_signer_TIME_1,GOOD YES READY WHAT PT_DEM3 LOOK FINISH GREAT PT_PRO1PL NOW,GOOD(0.65) YES(0.65) READY(0.61) WHAT(0.59) PT_DEM3(0.56) LOOK(0.52) FINISH(0.50) GREAT(0.47) PT_PRO1PL(0.47) NOW(0.47),TIME,False
video_26_144_signer_TIME_1,PT_PRO1PL GO READY FINISH BYE LOOK NOW TIME GREAT YES GOOD KNOW,PT_PRO1PL(0.62) GO(0.60) READY(0.58) FINISH(0.56) BYE(0.53) LOOK(0.52) NOW(0.52) TIME(0.50) GREAT(0.46) YES(0.46) GOOD(0.45) KNOW(0.45),TIME,False
video_27_157_signer_TIME_1,LOOK WATCH PT_PRO1PL,LOOK(0.91) WATCH(0.52) PT_PRO1PL(0.46),TIME,False
video_28_108_signer_TIME_1,LOOK GOOD NS_SALLY WHAT NOW PT_PRO1PL ONE READY,LOOK(0.66) GOOD(0.65) NS_SALLY(0.60) WHAT(0.53) NOW(0.50) PT_PRO1PL(0.48) ONE(0.46) READY(0.45),TIME,False
video_28_171_signer_TIME_1,LOOK PT_PRO1PL READY GO BYE NOW GREAT YES GOOD,LOOK(0.69) PT_PRO1PL(0.63) READY(0.56) GO(0.51) BYE(0.48) NOW(0.48) GREAT(0.46) YES(0.46) GOOD(0.45),TIME,False
video_29_207_signer_TIME_1,PT_PRO1PL GO FINISH READY NOW TIME YES GREAT KNOW PT_PRO1 WATCH PT_POSS1 LOOK GOOD LEARN PT_PRO2 PT_DEM3,PT_PRO1PL(0.69) GO(0.66) FINISH(0.65) READY(0.64) NOW(0.62) TIME(0.56) YES(0.56) GREAT(0.55) KNOW(0.52) PT_PRO1(0.52) WATCH(0.52) PT_POSS1(0.51) LOOK(0.51) GOOD(0.50) LEARN(0.50) PT_PRO2(0.48) PT_DEM3(0.48),TIME,False
video_30_204_signer_TIME_1,YES WHAT PT_PRO1PL GOOD KNOW NS_SALLY GO PT_PRO1 GREAT WATCH PT_DEM3 FINISH,YES(0.67) WHAT(0.59) PT_PRO1PL(0.54) GOOD(0.53) KNOW(0.53) NS_SALLY(0.51) GO(0.50) PT_PRO1(0.50) GREAT(0.50) WATCH(0.49) PT_DEM3(0.48) FINISH(0.47),TIME,False
video_31_127_signer_TIME_1,GOOD WHAT LOOK NOW PT_PRO1PL READY NS_SALLY FINISH,GOOD(0.69) WHAT(0.56) LOOK(0.55) NOW(0.54) PT_PRO1PL(0.51) READY(0.51) NS_SALLY(0.51) FINISH(0.51),TIME,False
video_31_140_signer_TIME_1,KNOW BYE FINISH GO PT_PRO1 PT_PRO1PL,KNOW(0.60) BYE(0.56) FINISH(0.55) GO(0.52) PT_PRO1(0.50) PT_PRO1PL(0.49),TIME,False
video_32_162_signer_TIME_1,NOW READY FINISH PT_PRO1PL GO WHAT GOOD PT_PRO2 YES ONE PT_PRO1 LOOK,NOW(0.73) READY(0.70) FINISH(0.67) PT_PRO1PL(0.63) GO(0.61) WHAT(0.56) GOOD(0.56) PT_PRO2(0.54) YES(0.52) ONE(0.51) PT_PRO1(0.49) LOOK(0.48),TIME,False
video_33_162_signer_TIME_1,LOOK PT_PRO1PL NOW WATCH GO GREAT READY FINISH YES,LOOK(0.67) PT_PRO1PL(0.61) NOW(0.53) WATCH(0.53) GO(0.52) GREAT(0.51) READY(0.51) FINISH(0.49) YES(0.49),TIME,False
video_34_160_signer_TIME_1,LOOK,LOOK(0.97),TIME,False
video_35_160_signer_TIME_1,BYE PT_PRO1PL FINISH LOOK WATCH GO GREAT YES READY,BYE(0.68) PT_PRO1PL(0.60) FINISH(0.58) LOOK(0.54) WATCH(0.54) GO(0.52) GREAT(0.49) YES(0.48) READY(0.48),TIME,False
video_36_223_signer_TIME_1,LOOK KNOW WATCH TIME PT_PRO1 PT_PRO1PL GO FINISH,LOOK(0.60) KNOW(0.59) WATCH(0.53) TIME(0.51) PT_PRO1(0.50) PT_PRO1PL(0.50) GO(0.47) FINISH(0.45),TIME,False
video_38_138_signer_TIME_1,PT_PRO1PL LOOK FINISH WATCH READY BYE GO YES GREAT,PT_PRO1PL(0.64) LOOK(0.60) FINISH(0.59) WATCH(0.58) READY(0.56) BYE(0.54) GO(0.51) YES(0.50) GREAT(0.50),TIME,False
video_1_91_signer_KNOW_1,BYE YES LOOK PT_PRO1PL PT_DEM3 GO,BYE(0.75) YES(0.60) LOOK(0.56) PT_PRO1PL(0.50) PT_DEM3(0.47) GO(0.47),KNOW,False
video_2_69_signer_KNOW_1,YES KNOW PT_DEM3 LOOK GO PT_PRO1PL GOOD GREAT PT_PRO1 WHAT NS_POSSUM,YES(0.68) KNOW(0.60) PT_DEM3(0.55) LOOK(0.53) GO(0.52) PT_PRO1PL(0.52) GOOD(0.52) GREAT(0.51) PT_PRO1(0.51) WHAT(0.46) NS_POSSUM(0.45),KNOW,False
video_3_118_signer_KNOW_1,GO PT_PRO1PL EVERYONE BYE READY LOOK NS_POSSUM SEE GOOD,GO(0.66) PT_PRO1PL(0.60) EVERYONE(0.53) BYE(0.52) READY(0.51) LOOK(0.50) NS_POSSUM(0.50) SEE(0.48) GOOD(0.47),KNOW,False
video_7_28_signer_KNOW_1,KNOW BYE YES PT_DEM3 LOOK PT_PRO1,KNOW(0.66) BYE(0.65) YES(0.54) PT_DEM3(0.48) LOOK(0.48) PT_PRO1(0.47),KNOW,False
video_7_84_signer_KNOW_1,YES PT_DEM3 LOOK GREAT GOOD WHAT,YES(0.80) PT_DEM3(0.58) LOOK(0.55) GREAT(0.51) GOOD(0.47) WHAT(0.47),KNOW,False
video_8_30_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.96) EVERYONE(0.50) HELLO(0.50),KNOW,False
video_10_51_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.99) EVERYONE(0.95) HELLO(0.92),KNOW,False
video_10_119_signer_KNOW_1,PT_PRO1PL YES GO BYE FINISH GREAT LOOK EVERYONE READY ALL NOW GOOD PT_DEM3,PT_PRO1PL(0.66) YES(0.61) GO(0.60) BYE(0.59) FINISH(0.58) GREAT(0.53) LOOK(0.53) EVERYONE(0.51) READY(0.46) ALL(0.46) NOW(0.46) GOOD(0.46) PT_DEM3(0.45),KNOW,False
video_11_77_signer_KNOW_1,YES GREAT BYE LOOK WATCH PT_DEM3 PT_PRO1PL,YES(0.68) GREAT(0.60) BYE(0.59) LOOK(0.57) WATCH(0.53) PT_DEM3(0.47) PT_PRO1PL(0.47),KNOW,False
video_12_20_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.69) EVERYONE(0.65) HELLO(0.60),KNOW,False
video_12_53_signer_KNOW_1,LOOK BYE YES GREAT,LOOK(0.58) BYE(0.55) YES(0.51) GREAT(0.49),KNOW,False
video_12_91_signer_KNOW_1,YES LOOK KNOW GREAT,YES(0.85) LOOK(0.75) KNOW(0.48) GREAT(0.47),KNOW,False
video_13_23_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.87) EVERYONE(0.72) HELLO(0.49),KNOW,False
video_14_80_signer_KNOW_1,BYE EVERYONE KNOW HELLO NS_POSSUM YES,BYE(0.89) EVERYONE(0.76) KNOW(0.53) HELLO(0.50) NS_POSSUM(0.46) YES(0.46),KNOW,False
video_15_74_signer_KNOW_1,BYE HELLO EVERYONE,BYE(0.97) HELLO(0.87) EVERYONE(0.77),KNOW,False
video_15_84_signer_KNOW_1,NS_POSSUM BYE LOOK PT_POSS1 NOW GO,NS_POSSUM(0.75) BYE(0.64) LOOK(0.55) PT_POSS1(0.53) NOW(0.49) GO(0.48),KNOW,False
video_16_15_signer_KNOW_1,YES KNOW GO PT_PRO1PL BYE FINISH PT_PRO1 GOOD NOW NS_POSSUM THINK PT_DEM3,YES(0.60) KNOW(0.58) GO(0.56) PT_PRO1PL(0.53) BYE(0.53) FINISH(0.53) PT_PRO1(0.51) GOOD(0.49) NOW(0.46) NS_POSSUM(0.46) THINK(0.46) PT_DEM3(0.45),KNOW,False
video_16_37_signer_KNOW_1,BYE EVERYONE HELLO LOOK GREAT YES PT_PRO1PL GO PT_DEM3,BYE(0.79) EVERYONE(0.61) HELLO(0.54) LOOK(0.53) GREAT(0.51) YES(0.50) PT_PRO1PL(0.48) GO(0.47) PT_DEM3(0.46),KNOW,False
video_17_33_signer_KNOW_1,YES PT_DEM3 NS_POSSUM LOOK KNOW GREAT BYE RIGHT CAN,YES(0.70) PT_DEM3(0.63) NS_POSSUM(0.63) LOOK(0.60) KNOW(0.58) GREAT(0.53) BYE(0.52) RIGHT(0.51) CAN(0.46),KNOW,False
video_19_24_signer_KNOW_1,BYE GO PT_PRO1PL KNOW YES READY CAN LOOK,BYE(0.77) GO(0.57) PT_PRO1PL(0.52) KNOW(0.50) YES(0.49) READY(0.48) CAN(0.48) LOOK(0.45),KNOW,False
video_19_65_signer_KNOW_1,LOOK HELLO,LOOK(1.00) HELLO(0.60),KNOW,False
video_19_82_signer_KNOW_1,BYE EVERYONE WATCH HELLO,BYE(0.84) EVERYONE(0.65) WATCH(0.49) HELLO(0.47),KNOW,False
video_20_45_signer_KNOW_1,YES WATCH NS_SALLY GREAT PT_DEM3 GOOD-IDEA LOOK WHAT EVERYONE BYE PT_PRO1PL,YES(0.69) WATCH(0.67) NS_SALLY(0.62) GREAT(0.61) PT_DEM3(0.59) GOOD-IDEA(0.57) LOOK(0.50) WHAT(0.50) EVERYONE(0.48) BYE(0.47) PT_PRO1PL(0.46),KNOW,False
video_20_77_signer_KNOW_1,LOOK YES GREAT NS_SALLY,LOOK(0.84) YES(0.75) GREAT(0.58) NS_SALLY(0.49),KNOW,False
video_20_121_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.86) HELLO(0.70),KNOW,False
video_21_117_signer_KNOW_1,YES LOOK GREAT PT_DEM3,YES(0.80) LOOK(0.66) GREAT(0.63) PT_DEM3(0.61),KNOW,False
video_21_151_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.98) EVERYONE(0.88) HELLO(0.74),KNOW,False
video_22_15_signer_KNOW_1,BYE EVERYONE HELLO NS_POSSUM,BYE(0.91) EVERYONE(0.85) HELLO(0.67) NS_POSSUM(0.55),KNOW,False
video_22_47_signer_KNOW_1,HELLO BYE EVERYONE,HELLO(0.60) BYE(0.49) EVERYONE(0.47),KNOW,False
video_22_75_signer_KNOW_1,GO PT_PRO1PL EVERYONE BYE YES FINISH READY GOOD LOOK NOW,GO(0.63) PT_PRO1PL(0.63) EVERYONE(0.60) BYE(0.51) YES(0.51) FINISH(0.50) READY(0.49) GOOD(0.48) LOOK(0.46) NOW(0.45),KNOW,False
video_22_88_signer_KNOW_1,BYE EVERYONE LOOK HELLO,BYE(0.91) EVERYONE(0.68) LOOK(0.64) HELLO(0.53),KNOW,False
video_22_89_signer_KNOW_1,YES LOOK GREAT PT_DEM3 KNOW GO PT_PRO1PL NS_POSSUM,YES(0.73) LOOK(0.55) GREAT(0.54) PT_DEM3(0.53) KNOW(0.53) GO(0.53) PT_PRO1PL(0.52) NS_POSSUM(0.50),KNOW,False
video_22_96_signer_KNOW_1,BYE LOOK EVERYONE PT_PRO1PL GO,BYE(0.86) LOOK(0.54) EVERYONE(0.52) PT_PRO1PL(0.48) GO(0.46),KNOW,False
video_22_111_signer_KNOW_1,YES KNOW PT_DEM3 WHAT LOOK NS_SALLY GREAT GOOD,YES(0.67) KNOW(0.63) PT_DEM3(0.61) WHAT(0.58) LOOK(0.56) NS_SALLY(0.56) GREAT(0.53) GOOD(0.50),KNOW,False
video_22_113_signer_KNOW_1,,,KNOW,False
video_22_126_signer_KNOW_1,BYE EVERYONE LOOK HELLO,BYE(0.94) EVERYONE(0.68) LOOK(0.54) HELLO(0.48),KNOW,False
video_22_152_signer_KNOW_1,HELLO,HELLO(0.85),KNOW,False
video_22_159_signer_KNOW_1,BYE EVERYONE LOOK GO,BYE(0.87) EVERYONE(0.70) LOOK(0.50) GO(0.47),KNOW,False
video_23_30_signer_KNOW_1,KNOW EVERYONE SEE GO LOOK PT_PRO1,KNOW(0.58) EVERYONE(0.56) SEE(0.55) GO(0.53) LOOK(0.48) PT_PRO1(0.48),KNOW,False
video_23_34_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.93) EVERYONE(0.51) HELLO(0.46),KNOW,False
video_23_91_signer_KNOW_1,BYE HELLO,BYE(0.76) HELLO(0.50),KNOW,False
video_23_144_signer_KNOW_1,YES PT_DEM3 GREAT KNOW LOOK GOOD WHAT WATCH,YES(0.81) PT_DEM3(0.71) GREAT(0.64) KNOW(0.61) LOOK(0.59) GOOD(0.51) WHAT(0.50) WATCH(0.46),KNOW,False
video_24_73_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.97) EVERYONE(0.84) HELLO(0.82),KNOW,False
video_24_82_signer_KNOW_1,BYE EVERYONE HELLO,BYE(0.88) EVERYONE(0.77) HELLO(0.59),KNOW,False
video_24_150_signer_KNOW_1,LOOK BYE,LOOK(0.97) BYE(0.58),KNOW,False
