;Video_Name;Video_Clip_Name;Subtitle;Split;Signer_ID
167;Video_2;video_2_74;what is it .;train;1
168;Video_2;video_2_75;we are now ready to make some ice cream .;train;1
169;Video_2;video_2_76;sally what is ice cream .;train;2
170;Video_2;video_2_77;ice cream is something that is very cold and sweet and delicious .;train;1
171;Video_2;video_2_78;it will make you feel cool inside on a very hot day .;train;1
172;Video_2;video_2_79;sally i am so excited i can not wait can we make it now .;train;2
173;Video_2;video_2_80;yes possum we are going to make our ice cream from frozen bananas .;train;1
174;Video_2;video_2_81;i have already chopped up a bunch of bananas and put them in the freezer .;train;1
175;Video_2;video_2_82;can you get them for me please .;dev;1
176;Video_2;video_2_83;me yes okay .;train;1
177;Video_2;video_2_84;can you put those in the bowl please .;train;1
178;Video_2;video_2_85;you see these are frozen bananas and i chopped them up while they were soft and put them in the freezer to become hard .;train;1
179;Video_2;video_2_86;now can you put them in the blender .;train;1
180;Video_2;video_2_87;we have put them in the blender to blend it all together and chop it up and make it smooth .;train;1
181;Video_2;video_2_88;i am thinking we can add some flavors .;train;1
182;Video_2;video_2_89;let us have a look what is in the kitchen .;dev;1
183;Video_2;video_2_90;yep let us look .;train;2
184;Video_2;video_2_91;i found some dried apricots .;dev;1
185;Video_2;video_2_92;i found sultanas .;train;2
186;Video_2;video_2_93;that will taste great together let us put some in .;train;1
187;Video_2;video_2_94;can you put some sultanas in please possum .;train;1
188;Video_2;video_2_95;great now i think we are ready put the lid on .;train;1
189;Video_2;video_2_96;be careful now let us watch it get all mixed up .;train;1
190;Video_2;video_2_97;it is all right possum .;train;1
191;Video_2;video_2_98;our ice cream is ready now .;dev;1
192;Video_2;video_2_99;it is ready .;dev;2
193;Video_2;video_2_100;yes i have got some ice cream cones .;train;1
194;Video_2;video_2_101;can you get two out for me please .;train;1
195;Video_2;video_2_103;do not they look delicious .;train;1
196;Video_2;video_2_104;does it taste good .;train;1
197;Video_2;video_2_105;it is delicious i feel nice and cool now .;test;2
198;Video_2;video_2_106;hey let us go outside .;train;2
199;Video_2;video_2_107;much better now .;train;2
200;Video_2;video_2_108;it is not as hot anymore .;train;2
201;Video_2;video_2_109;yes that is right .;train;1
202;Video_2;video_2_110;it is a lot cooler now .;train;1
203;Video_2;video_2_111;because the sun is setting .;dev;1
204;Video_2;video_2_112;when the sun is high up in the sky that is the hottest part of the day .;train;1
205;Video_2;video_2_113;sally do you remember what we did today .;train;2
206;Video_2;video_2_115;we watched people to see what they do to keep cool on a hot day .;train;1
207;Video_2;video_2_116;then we made plans to go to the beach .;train;1
208;Video_2;video_2_117;sally do you remember we made delicious banana ice cream .;train;2
209;Video_2;video_2_118;yes .;train;1
210;Video_2;video_2_119;it was so yummy .;train;2
211;Video_2;video_2_120;yes you do love your banana ice cream do not you possum .;train;1
212;Video_2;video_2_121;possum what are they for .;train;1
213;Video_2;video_2_122;that is a lot of bananas .;train;1
214;Video_2;video_2_123;these are just in case tomorrow is a hot day too .;train;2
215;Video_2;video_2_124;so we can make some more delicious banana ice cream .;dev;2
216;Video_2;video_2_125;well i hope tomorrow will be another hot day then possum .;train;1
217;Video_2;video_2_126;yeah me too .;train;2
218;Video_2;video_2_127;well our time is up .;train;1
219;Video_2;video_2_128;thanks for watching .;train;2
220;Video_2;video_2_129;see you next time .;train;1
221;Video_2;video_2_130;bye bye .;train;2
222;Video_3;video_3_0;hello .;train;1
223;Video_3;video_3_1;look .;train;1
224;Video_3;video_3_2;look .;train;1
225;Video_3;video_3_3;i am sally .;train;1
226;Video_3;video_3_4;i am possum .;train;2
227;Video_3;video_3_5;hello .;train;1
228;Video_3;video_3_6;hello everyone .;train;1
229;Video_3;video_3_7;look possum is painting .;train;1
230;Video_3;video_3_8;look at all the bright colors .;train;1
231;Video_3;video_3_9;i wonder what that is .;dev;1
232;Video_3;video_3_10;there is another one .;train;1
233;Video_3;video_3_11;what is going on .;train;1
234;Video_3;video_3_12;stop why are you touching it .;train;1
235;Video_3;video_3_13;it looks nice and shiny and i just wanted to touch it .;train;2
236;Video_3;video_3_14;but that is the problem you are smudging it .;train;1
237;Video_3;video_3_15;the paint is not dry yet .;train;1
238;Video_3;video_3_16;it is still wet .;train;1
239;Video_3;video_3_17;i get it it is still wet .;train;2
240;Video_3;video_3_18;yes you have to wait for the paint to dry .;train;1
241;Video_3;video_3_19;you can not be in such a hurry you must be patient .;train;1
242;Video_3;video_3_20;but i do not like waiting i want to do things now .;train;2
243;Video_3;video_3_21;i know you do so why do not we go and water the garden then .;train;1
244;Video_3;video_3_22;good idea let us go .;dev;2
245;Video_3;video_3_23;no look at my garden .;train;1
246;Video_3;video_3_24;look at the plants they are wilted .;train;1
247;Video_3;video_3_25;so before they were healthy and strong and stood like this and now they are wilted and look like these .;train;2
248;Video_3;video_3_26;that is a very good way of explaining it possum .;train;1
249;Video_3;video_3_27;plants when they are all watered are big and strong and healthy .;train;1
250;Video_3;video_3_28;without water they are all limp and wilted .;train;1
251;Video_3;video_3_29;water is so important .;train;1
252;Video_3;video_3_30;i had forgotten to water them yesterday .;train;1
253;Video_3;video_3_31;can you go and check the soil to see if it is wet or dry .;train;1
254;Video_3;video_3_32;have a look possum .;train;1
255;Video_3;video_3_33;sally the soil is very dry .;train;2
256;Video_3;video_3_34;can you please water them for me possum .;train;1
257;Video_3;video_3_36;thank you possum .;test;1
258;Video_3;video_3_37;now they are not dry anymore .;train;1
259;Video_3;video_3_38;it is a bit wet and the plants will use the water to help them stand up tall .;train;1
260;Video_3;video_3_39;because water is so important .;train;1
261;Video_3;video_3_40;just like out on the farms .;train;1
262;Video_3;video_3_41;if there is been no rain and it is very dry the farmers have a hard time .;train;1
263;Video_3;video_3_42;why do not we watch some children visiting a farm and see how they learn how important water is .;train;1
264;Video_3;video_3_43;shall we watch .;dev;2
265;Video_3;video_3_44;yeah let us watch .;train;2
266;Video_3;video_3_45;you must always be careful it has got big black eyes .;train;6
267;Video_3;video_3_46;farms look like so much fun .;train;2
268;Video_3;video_3_47;yes but farmers work very hard growing all these crops to give us food to eat .;train;1
269;Video_3;video_3_48;sally i was thinking before when i was painting it was wet .;train;2
270;Video_3;video_3_49;but now it is dry .;test;2
271;Video_3;video_3_50;the garden was dry and i watered it and now it is wet .;train;2
272;Video_3;video_3_51;you are right possum .;train;1
273;Video_3;video_3_52;but now my mouth it is dry .;train;2
274;Video_3;video_3_53;dry mouth possum .;train;1
275;Video_3;video_3_54;well how do we fix that .;dev;1
276;Video_3;video_3_55;i know water .;train;2
277;Video_3;video_3_56;that is right water .;train;1
278;Video_3;video_3_57;why do not you go get a drink of water and i am going to go into the house and wash my hair .;train;1
279;Video_3;video_3_58;i will meet you in the kitchen later .;train;1
280;Video_3;video_3_59;okay see you later .;train;2
281;Video_3;video_3_60;at last my hair is dry .;train;1
282;Video_3;video_3_61;here is possum .;train;1
283;Video_3;video_3_62;have you had a drink of water yet .;train;1
284;Video_3;video_3_63;i forgot .;dev;2
285;Video_3;video_3_64;i was so busy watering the garden that i forgot to get a drink of water .;train;2
286;Video_3;video_3_65;sally are you all dry now .;train;2
287;Video_3;video_3_66;yes i was all wet but now i am dry .;train;1
288;Video_3;video_3_67;my hair was wet but it is dry too .;test;1
289;Video_3;video_3_68;water is very important drink but i do have an idea we can make a lemon drink .;train;1
290;Video_3;video_3_69;sally do we need a lemon .;train;1
291;Video_3;video_3_70;yes we do need a lemon .;train;1
292;Video_3;video_3_71;if you get the recipe that will explain how to make a lemon drink .;train;1
293;Video_3;video_3_73;now we need to cut our lemon .;train;1
294;Video_3;video_3_74;see it is wet .;train;1
295;Video_3;video_3_75;it is wet that is the juice .;train;1
296;Video_3;video_3_76;that is right possum that is what lemon juice is try and squeeze it see what happens .;train;1
297;Video_3;video_3_77;look at all the juice coming out .;train;1
298;Video_3;video_3_78;that is a good job possum .;test;1
299;Video_3;video_3_79;now try and use the juicer .;train;1
300;Video_3;video_3_80;sally can i taste it now .;train;1
301;Video_3;video_3_81;you can taste it now if you want to but it will be very sour .;train;1
302;Video_3;video_3_82;yes it is very strong tasting .;train;1
303;Video_3;video_3_83;we need to mix it with water and something sweet to make it taste lovely .;train;1
304;Video_3;video_3_84;now we need to add something sweet like honey .;train;1
305;Video_3;video_3_85;it is thick so we need to mix it with a little bit of hot water to help it dissolve .;train;1
306;Video_3;video_3_87;good now i will pour the hot water .;train;1
307;Video_3;video_3_88;can you stir it up .;train;1
308;Video_3;video_3_89;see there it is dissolving .;dev;1
309;Video_3;video_3_90;it is dissolving .;train;1
310;Video_3;video_3_91;that is great .;train;1
311;Video_3;video_3_92;now we put in there .;train;1
312;Video_3;video_3_93;now we just need to add some cold water .;train;1
313;Video_3;video_3_94;that looks great .;train;2
314;Video_3;video_3_95;that is our lemon drink .;train;1
315;Video_3;video_3_96;would you like to try some .;test;1
316;Video_3;video_3_97;yes please .;train;1
317;Video_3;video_3_98;this is delicious .;dev;2
318;Video_3;video_3_99;sally my mouth is not dry anymore .;train;2
319;Video_3;video_3_100;it feels much better now .;dev;2
320;Video_3;video_3_101;i think i am ready to go outside and keep painting .;train;2
321;Video_3;video_3_102;bye sally .;dev;2
322;Video_3;video_3_103;painting .;train;1
323;Video_3;video_3_104;what is he painting i wonder .;train;1
324;Video_3;video_3_105;i hope if he does do some painting that he waits and lets it dry and does not smudge it again .;train;1
325;Video_3;video_3_106;such a beautiful day .;train;1
326;Video_3;video_3_107;i would like to sit and just enjoy it .;train;1
327;Video_3;video_3_108;sally .;train;2
328;Video_3;video_3_109;it is wet .;train;2
329;Video_3;video_3_110;you need to wait until it is dry .;train;2
330;Video_3;video_3_111;it does not matter it does not matter .;train;1
331;Video_3;video_3_112;i will be able to wash it off .;train;1
332;Video_3;video_3_113;i made you a sign .;train;1
333;Video_3;video_3_114;for me .;train;2
334;Video_3;video_3_115;sally what does it say .;test;2
335;Video_3;video_3_116;wet paint .;train;1
336;Video_3;video_3_117;you can use that sign for when you are painting .;train;1
337;Video_3;video_3_118;you can put it up so people will know to wait until it is dry .;train;1
338;Video_3;video_3_119;okay .;train;2
339;Video_3;video_3_120;sally why do not you and i stay here and watch the paint dry .;train;2
340;Video_3;video_3_121;no possum you can watch the paint dry .;train;1
341;Video_3;video_3_122;i need to go inside and wash my pants and get this paint off .;train;1
342;Video_3;video_3_123;well our time is up .;train;1
343;Video_3;video_3_124;thanks for watching .;train;2
344;Video_3;video_3_125;see you next time .;train;1
345;Video_3;video_3_126;bye bye .;train;2
346;Video_4;video_4_0;hello .;train;1
347;Video_4;video_4_1;look .;train;1
348;Video_4;video_4_2;look .;train;1
349;Video_4;video_4_3;i am sally .;train;1
350;Video_4;video_4_4;i am possum .;train;2
351;Video_4;video_4_5;hello .;train;1
352;Video_4;video_4_6;those chopped up bananas on the pancakes were delicious .;train;2
353;Video_4;video_4_7;i am so happy .;train;2
354;Video_4;video_4_8;yes i am feeling happy too possum .;test;1
355;Video_4;video_4_9;possum .;test;1
356;Video_4;video_4_10;sorry we were so relaxed eating we forgot to say hello .;train;2
357;Video_4;video_4_11;hello everyone .;train;2
358;Video_4;video_4_12;sally you are so good to me .;dev;2
359;Video_4;video_4_13;you look after me so well you make sure i have got lots of good food to eat you make sure i am comfortable .;train;2
360;Video_4;video_4_14;i want to be just like you .;train;2
361;Video_4;video_4_15;sally i think i need a pet .;train;2
362;Video_4;video_4_16;you want a pet .;train;1
363;Video_4;video_4_17;what kind of pet .;train;1
364;Video_4;video_4_18;would you like something soft .;train;1
365;Video_4;video_4_19;something soft .;train;1
366;Video_4;video_4_20;like what .;train;2
367;Video_4;video_4_21;like you possum .;train;1
368;Video_4;video_4_22;you have got nice soft fur that is lovely to stroke .;train;1
369;Video_4;video_4_23;maybe a pet like that like a koala perhaps .;train;1
370;Video_4;video_4_24;something that is soft and cuddly that you can cuddle .;train;1
371;Video_4;video_4_25;but i do not think you are allowed to have koalas as pets .;train;1
372;Video_4;video_4_26;i do not think i would want a koala it might think it is the boss of my tree when it is my tree .;train;2
373;Video_4;video_4_27;what about an echidna .;train;1
374;Video_4;video_4_28;you can not cuddle an echidna it is too sharp .;train;2
375;Video_4;video_4_29;an elephant .;train;1
376;Video_4;video_4_30;imagine all those pancakes you would have to cook for an elephant .;train;2
377;Video_4;video_4_31;that would be lots .;train;1
378;Video_4;video_4_32;what about a fish in a fishbowl .;train;1
379;Video_4;video_4_33;they are lovely to watch swim around .;train;1
380;Video_4;video_4_34;fish are nice to look at but .;train;2
381;Video_4;video_4_35;they are a bit boring .;train;2
382;Video_4;video_4_36;i can not play with a fish .;train;2
383;Video_4;video_4_37;no possum they are not boring they can be quite interesting to look at especially the ones with the beautiful bright colors .;train;1
384;Video_4;video_4_38;out in the sea under the water there are plenty of fish with all sorts of bright colors .;train;1
385;Video_4;video_4_39;that sounds great sally what kind of colors .;train;2
386;Video_4;video_4_40;well it is best if we go and see for ourselves all the different fish and corals and what colors they are .;train;1
387;Video_4;video_4_41;do we need a boat .;train;2
388;Video_4;video_4_42;yes it is best to go out on a boat to the reef .;train;1
389;Video_4;video_4_43;but if we can not do that there is a place called an aquarium and we can walk under the water and watch all the fish swim by .;train;1
390;Video_4;video_4_44;yeah let us have a look now .;train;2
391;Video_4;video_4_45;let us watch .;test;1
392;Video_4;video_4_46;look the shark eats fish .;train;7
393;Video_4;video_4_47;that is hard .;dev;7
394;Video_4;video_4_48;possum did not that look wonderful .;dev;1
395;Video_4;video_4_49;it did sally did you see all the different colors of the fish swimming around and that big shark .;train;2
396;Video_4;video_4_50;it looked awesome .;train;2
397;Video_4;video_4_51;yes possum and all the plants and the coral and all of those beautiful colors out there .;train;1
398;Video_4;video_4_52;yeah and did you see all of the plants waving around just like this .;train;2
399;Video_4;video_4_53;yes they were were not they .;test;1
400;Video_4;video_4_54;did you see that shell .;train;1
401;Video_4;video_4_55;it was not soft it was hard .;train;1
402;Video_4;video_4_56;yeah and did you see the fish swimming up and around and under the coral it looked great .;train;2
403;Video_4;video_4_57;sally i was just thinking i do not really want a pet anymore .;train;2
404;Video_4;video_4_58;but the colors of the coral and the fish and all the different plants they looked great .;train;2
405;Video_4;video_4_59;i think they would look good in my tree .;train;2
406;Video_4;video_4_60;why do not we go and make something with all the beautiful colors .;train;1
407;Video_4;video_4_61;that you can put in your tree house to remind you of the reef .;train;1
408;Video_4;video_4_62;what could we make .;train;2
409;Video_4;video_4_63;we will go into the kitchen soon but first i need to collect some bits of cloth and material and we will make something called a collage it is like a picture .;train;1
410;Video_4;video_4_64;yeah that sounds great .;train;2
411;Video_4;video_4_65;why do not we imagine that we are jumping and swimming in the water .;train;2
412;Video_4;video_4_66;what a great idea possum .;train;1
413;Video_4;video_4_67;why do not you join us and pretend that we are all swimming out on the great barrier reef .;train;1
414;Video_4;video_4_68;swimming out there with all the fish under the water .;train;1
415;Video_4;video_4_69;yeah that is a great idea .;train;2
416;Video_4;video_4_71;sally look at all these things .;train;2
417;Video_4;video_4_72;look at all the beautiful colors .;test;2
418;Video_4;video_4_73;yes possum i have collected lots of things some materials soft and hard and all sorts of different colors for things that we can use to make our collage .;train;1
419;Video_4;video_4_74;sally i am so excited can we make it now .;train;2
420;Video_4;video_4_75;you can see possum .;train;1
421;Video_4;video_4_76;i have put some blue paper and we can pretend that is our sea or our ocean .;train;1
422;Video_4;video_4_77;let us put some things on it .;train;1
423;Video_4;video_4_79;that is a bit rough is not it possum .;train;1
424;Video_4;video_4_80;we could use that as our sand .;train;1
425;Video_4;video_4_81;sally this is soft .;train;2
426;Video_4;video_4_82;yes that is very soft is not it .;test;1
427;Video_4;video_4_83;that can be our soft coral .;train;1
428;Video_4;video_4_84;yeah good idea .;dev;2
429;Video_4;video_4_85;watch it waving in the water .;train;1
430;Video_4;video_4_86;sally this is soft as well .;test;2
431;Video_4;video_4_87;yes .;train;1
432;Video_4;video_4_88;it is a sponge we could use it as a sea sponge .;train;1
433;Video_4;video_4_89;sally look .;train;2
434;Video_4;video_4_90;it is hard .;train;2
435;Video_4;video_4_91;yes it is a hard bit of cardboard .;train;1
436;Video_4;video_4_92;what could we do with that .;train;1
437;Video_4;video_4_93;why do not we cut a shape out of it .;train;1
438;Video_4;video_4_94;i know why do not we make a starfish .;train;1
439;Video_4;video_4_95;yeah good idea .;train;2
440;Video_4;video_4_96;this is soft but it is also hard .;train;1
441;Video_4;video_4_97;so i might cut it and use it to make some coral .;train;1
442;Video_4;video_4_98;is not that cute .;train;1
443;Video_4;video_4_99;i could use that as soft coral .;train;1
444;Video_4;video_4_100;well done possum that looks great .;test;1
445;Video_4;video_4_101;that is a lovely red starfish .;train;1
446;Video_4;video_4_102;why do not we paint some dots on it .;train;1
447;Video_4;video_4_103;do you want to do that possum .;train;1
448;Video_4;video_4_104;while you are doing that i am going to make the fish .;train;1
449;Video_4;video_4_105;sally look .;train;2
450;Video_4;video_4_107;look i made a fish .;train;1
451;Video_4;video_4_108;look it is a fish that looks awesome .;train;1
452;Video_4;video_4_109;it is so cute .;train;2
453;Video_4;video_4_110;yes it is like all the fish we saw at the aquarium and now you have got your own collage .;train;1
454;Video_4;video_4_111;what is that sally .;train;2
455;Video_4;video_4_112;that is like the hard and soft coral it is a combination .;train;1
456;Video_4;video_4_113;that is great .;train;2
457;Video_4;video_4_114;when we have finished with it all we can put it up in your tree house .;train;1
458;Video_4;video_4_115;it will look beautiful .;train;2
459;Video_4;video_4_116;is there anymore we can put on .;train;2
460;Video_4;video_4_117;is not that beautiful .;train;1
461;Video_4;video_4_118;look at all the soft coral we have here and the hard coral .;train;1
462;Video_4;video_4_119;the fish swimming through the ocean .;train;1
463;Video_4;video_4_120;look at all the bright colors we have got it looks lovely .;dev;1
464;Video_4;video_4_121;sally this is going to look great up in my tree house .;train;2
465;Video_4;video_4_123;sally can we can make one more for you .;train;2
466;Video_4;video_4_124;yes please that would be lovely .;dev;1
467;Video_4;video_4_125;you can all have fun making collage pictures too .;train;1
468;Video_4;video_4_126;well our time is up .;test;1
469;Video_4;video_4_127;thanks for watching .;train;2
470;Video_4;video_4_128;see you next time .;train;1
471;Video_4;video_4_129;bye bye .;train;2
