gloss,precision,recall,f1-score,support
DRAW,0.0,0.0,0.0,0.0
DRINK,0.0,0.0,0.0,0.0
DRY,0.0,0.0,0.0,0.0
EAT,0.0,0.0,0.0,0.0
EGG,0.0,0.0,0.0,0.0
ENJOY,0.0,0.0,0.0,0.0
EVERYONE,0.0,0.0,0.0,0.0
EVERYTHING,0.0,0.0,0.0,0.0
EXCITED,0.0,0.0,0.0,0.0
FAST,0.0,0.0,0.0,0.0
FEEL,0.0,0.0,0.0,0.0
FIND,0.0,0.0,0.0,0.0
FINISH,0.0,0.0,0.0,1.0
FIRST,0.0,0.0,0.0,0.0
FISH,0.0,0.0,0.0,0.0
FIX,0.0,0.0,0.0,0.0
FOOD,0.0,0.0,0.0,0.0
FOR,0.0,0.0,0.0,0.0
FRIEND,0.0,0.0,0.0,0.0
FROM,0.0,0.0,0.0,0.0
FUN,0.0,0.0,0.0,0.0
FUTURE,0.0,0.0,0.0,0.0
GARDEN,0.0,0.0,0.0,0.0
GET,0.0,0.0,0.0,0.0
GIVE,0.0,0.0,0.0,0.0
GO,0.23809523809523808,0.5555555555555556,0.3333333333333333,36.0
GOOD,0.10638297872340426,0.75,0.18633540372670807,20.0
GREAT,0.0,0.0,0.0,0.0
GROW,0.0,0.0,0.0,0.0
HAND,0.0,0.0,0.0,0.0
HAPPEN,0.0,0.0,0.0,0.0
HAPPY,0.0,0.0,0.0,0.0
HARD,0.0,0.0,0.0,0.0
HAVE,0.0,0.0,0.0,0.0
HAVE-NOT,0.0,0.0,0.0,0.0
HELLO,0.21641791044776118,0.9666666666666667,0.35365853658536583,30.0
HELP,0.0,0.0,0.0,0.0
HERE,0.0,0.0,0.0,0.0
HOT,0.0,0.0,0.0,0.0
HOW,0.0,0.0,0.0,0.0
IDEA,0.0,0.0,0.0,0.0
IF,0.0,0.0,0.0,0.0
IMPORTANT,0.0,0.0,0.0,0.0
INSIDE,0.0,0.0,0.0,0.0
JUST,0.0,0.0,0.0,0.0
KEEP,0.0,0.0,0.0,0.0
KITCHEN,0.0,0.0,0.0,0.0
KNOW,0.09411764705882353,0.1509433962264151,0.11594202898550725,53.0
LEAF,0.0,0.0,0.0,0.0
LEARN,0.0,0.0,0.0,0.0
LET,0.0,0.0,0.0,0.0
LIKE,0.0,0.0,0.0,0.0
LITTLE,0.0,0.0,0.0,0.0
LONG,0.0,0.0,0.0,0.0
LOOK,0.08636363636363636,0.6129032258064516,0.15139442231075698,31.0
LOVE,0.0,0.0,0.0,0.0
LOVELY,0.0,0.0,0.0,0.0
LUNCH,0.0,0.0,0.0,0.0
MAKE,0.0,0.0,0.0,0.0
MANY,0.0,0.0,0.0,0.0
MAYBE,0.0,0.0,0.0,0.0
MEAN,0.0,0.0,0.0,0.0
MIGHT,0.0,0.0,0.0,0.0
MILK,0.0,0.0,0.0,0.0
MIRROR,0.0,0.0,0.0,0.0
MOON,0.0,0.0,0.0,0.0
MORE,0.0,0.0,0.0,0.0
MOVE,0.0,0.0,0.0,0.0
MUCH,0.0,0.0,0.0,0.0
MUST,0.0,0.0,0.0,0.0
NEED,0.0,0.0,0.0,0.0
NEXT,0.0,0.0,0.0,0.0
NICE,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.0,0.0
NOT,0.0,0.0,0.0,0.0
NOW,0.0,0.0,0.0,0.0
NS_AMANDA,0.0,0.0,0.0,0.0
NS_JAY,0.0,0.0,0.0,0.0
NS_POSSUM,0.0,0.0,0.0,0.0
NS_SALLY,0.0,0.0,0.0,0.0
NS_SKIP,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0
OKAY,0.0,0.0,0.0,0.0
ONE,0.0,0.0,0.0,0.0
ONLY,0.0,0.0,0.0,0.0
OTHER,0.0,0.0,0.0,0.0
OUTSIDE,0.0,0.0,0.0,0.0
PAINT,0.0,0.0,0.0,0.0
PAPER,0.0,0.0,0.0,0.0
PATTERN,0.0,0.0,0.0,0.0
PEOPLE,0.0,0.0,0.0,0.0
PICTURE,0.0,0.0,0.0,0.0
PIE,0.0,0.0,0.0,0.0
PLACE,0.0,0.0,0.0,0.0
PLANT,0.0,0.0,0.0,0.0
PLAY,0.0,0.0,0.0,0.0
PLEASE,0.0,0.0,0.0,0.0
PT_DEM3,0.0,0.0,0.0,0.0
PT_LOC,0.0,0.0,0.0,0.0
PT_POSS1,0.0,0.0,0.0,0.0
PT_POSS2,0.0,0.0,0.0,0.0
PT_POSS3,0.0,0.0,0.0,0.0
PT_PRO1,0.0,0.0,0.0,0.0
PT_PRO1PL,0.0,0.0,0.0,0.0
PT_PRO2,0.0,0.0,0.0,0.0
PT_PRO3,0.0,0.0,0.0,0.0
PT_PRO3PL,0.0,0.0,0.0,0.0
PUT,0.0,0.0,0.0,0.0
QUESTION,0.0,0.0,0.0,0.0
QUICK,0.0,0.0,0.0,0.0
RAIN,0.0,0.0,0.0,0.0
READY,0.19047619047619047,0.4444444444444444,0.26666666666666666,36.0
REALLY,0.0,0.0,0.0,0.0
REMEMBER,0.0,0.0,0.0,0.0
RIGHT,0.0,0.0,0.0,0.0
SAIL,0.0,0.0,0.0,0.0
SAME,0.0,0.0,0.0,0.0
SAY,0.0,0.0,0.0,0.0
SCHOOL,0.0,0.0,0.0,0.0
SEE,0.0,0.0,0.0,0.0
SHAPE,0.0,0.0,0.0,0.0
SHOP,0.0,0.0,0.0,0.0
SHOULD,0.0,0.0,0.0,0.0
SHOW,0.0,0.0,0.0,0.0
SIGN,0.0,0.0,0.0,0.0
SINK,0.0,0.0,0.0,0.0
SMALL,0.0,0.0,0.0,0.0
SO,0.0,0.0,0.0,0.0
SOCCER,0.0,0.0,0.0,0.0
SOME,0.0,0.0,0.0,0.0
SOMETHING,0.0,0.0,0.0,0.0
SOON,0.0,0.0,0.0,0.0
SPECIAL,0.0,0.0,0.0,0.0
START,0.0,0.0,0.0,0.0
STORY,0.0,0.0,0.0,0.0
STRONG,0.0,0.0,0.0,0.0
SURPRISE,0.0,0.0,0.0,0.0
TAKE,0.0,0.0,0.0,0.0
TELL,0.0,0.0,0.0,0.0
THANK-YOU,0.0,0.0,0.0,0.0
THAT,0.0,0.0,0.0,0.0
THEN,0.0,0.0,0.0,0.0
THERE,0.0,0.0,0.0,0.0
THING,0.0,0.0,0.0,0.0
THINK,0.15384615384615385,0.028985507246376812,0.04878048780487805,69.0
THIS,0.0,0.0,0.0,0.0
THREE,0.0,0.0,0.0,0.0
THROUGH,0.0,0.0,0.0,0.0
TIME,0.0,0.0,0.0,53.0
TODAY,0.0,0.0,0.0,0.0
TOOL,0.0,0.0,0.0,0.0
TOP,0.0,0.0,0.0,0.0
TREE,0.0,0.0,0.0,0.0
TRY,0.0,0.0,0.0,0.0
TWO,0.0,0.0,0.0,0.0
UP,0.0,0.0,0.0,0.0
USE,0.0,0.0,0.0,0.0
VEGETABLE,0.0,0.0,0.0,0.0
VERY,0.0,0.0,0.0,0.0
WAIT,0.0,0.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0
WANT,0.0,0.0,0.0,0.0
WATCH,0.0,0.0,0.0,0.0
WATER,0.0,0.0,0.0,0.0
WAY,0.0,0.0,0.0,0.0
WELL,0.0,0.0,0.0,0.0
WHAT,0.1610738255033557,0.7058823529411765,0.26229508196721313,34.0
WHEN,0.0,0.0,0.0,0.0
WHERE,0.0,0.0,0.0,0.0
WHILE,0.0,0.0,0.0,0.0
WHY,0.0,0.0,0.0,0.0
WHY-NOT,0.0,0.0,0.0,0.0
WILL,0.0,0.0,0.0,0.0
WILL-NOT,0.0,0.0,0.0,0.0
WONDER,0.0,0.0,0.0,0.0
WONDERFUL,0.0,0.0,0.0,0.0
WORK,0.0,0.0,0.0,0.0
WORK-OUT,0.0,0.0,0.0,0.0
WRITE,0.0,0.0,0.0,0.0
YARD,0.0,0.0,0.0,0.0
YEAH,0.0,0.0,0.0,0.0
YES,0.21235521235521235,0.8208955223880597,0.3374233128834356,67.0
YET,0.0,0.0,0.0,0.0
micro avg,0.07520891364902507,0.4385150812064965,0.12839673913043478,431.0
macro avg,0.006363801075718392,0.02624468117945716,0.008977734991389222,431.0
weighted avg,0.14394087170001416,0.4385150812064965,0.18950096747639944,431.0
samples avg,0.08833745300239089,0.4385150812064965,0.13498304729709124,431.0
